,Pseudo ID,Age,Gender,Occupation,Native Language,Are you a native Ehugbo Speaker?,How Fluent are you with speaking Ehugbo?,What is the highest level of education attained?,Bible Chapter Read,Audio File Name (.wav),Transcript Link,Transcript,Audio File Link,English Translation
,2,64,Male,Clergy,Ehugbo,Yes,4,University/ Polytechnic (Bachelor's),Romans Chapter 1,Romans 1_14,https://docs.google.com/spreadsheets/d/1vHPfvOOlTRlFU_mUj1Hj15MjpSX7J6uy/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"Eji m mba oohu ụgwọ, maa nde bụ nde Giriki maa nde aabụgụ, maa nde maarị ihe maa nde aadịgị nke wo maarị.",https://drive.google.com/file/d/18aFPiIo2EYCpw2KuEGgLUmwLbGFIgAUS/view?usp=drive_link,"I am obligated both to Greeks and non-Greeks, both to the wise and the foolish. "
,2,64,Male,Clergy,Ehugbo,Yes,4,University/ Polytechnic (Bachelor's),Romans Chapter 1,Romans 1_15,https://docs.google.com/spreadsheets/d/1vHPfvOOlTRlFU_mUj1Hj15MjpSX7J6uy/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,Ọ bụ a meri ọ na-ọgụsi m ẹgụ ike iziko unuande nọ na Rom oziọma.,https://drive.google.com/file/d/1eBLdV7BaCFAIdnBj2cF4ss_Z1e1U2oAp/view?usp=drive_link,That is why I am so eager to preach the gospel also to you who are in Rome.
,2,64,Male,Clergy,Ehugbo,Yes,4,University/ Polytechnic (Bachelor's),Romans Chapter 1,Romans 1_16,https://docs.google.com/spreadsheets/d/1vHPfvOOlTRlFU_mUj1Hj15MjpSX7J6uy/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"Izi oziọma adịgị m egwu, maka na ọ bụ a bụ ikike Chineke ji na-azọfụta ụmụ madụ, nde kwerini: hitehee na nde Juu ta na o rubeje nde aabụgụ nde Juu.",https://drive.google.com/file/d/1ROYbWV9KQgDM4wO_BVUJJ38wodQzx4iH/view?usp=drive_link,"For I am not ashamed of the gospel, because it is the power of God that brings salvation to everyone who believes: first to the Jew, then to the Gentile. "
,2,64,Male,Clergy,Ehugbo,Yes,4,University/ Polytechnic (Bachelor's),Romans Chapter 1,Romans 1_17,https://docs.google.com/spreadsheets/d/1vHPfvOOlTRlFU_mUj1Hj15MjpSX7J6uy/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"Maka na ọ bụ na ime ya oziọ￾maa bụ ibe e kpuheri ụmara-ọma nke Chineke. Ọ dabeeri hite na isi rue na ọgwụgwụ na onwunwo okwukwe. Dịka nke e deri e na Ẹkwụkwọ Nsọ, “Nde ụmara-ọma je-adị ndụ hite na okwukwe wo.”",https://drive.google.com/file/d/1BUVj7Hp6Gqqigtr7yXqViwZ77UhG4H7u/view?usp=drive_link,"For in the gospel the righteousness of God is revealed—a righteousness that is by faith from first to last, just as it is written: “The righteous will live by faith.”"
,2,64,Male,Clergy,Ehugbo,Yes,4,University/ Polytechnic (Bachelor's),Romans Chapter 1,Romans 1_18,https://docs.google.com/spreadsheets/d/1vHPfvOOlTRlFU_mUj1Hj15MjpSX7J6uy/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"E hiwo na elugwe gusi iwe-ọkụ Chineke na ibe ụmụ madụ nọ, maka ihe ọjọọ wo yaa arụrụalị wo na-arụ, eekwegi na ya eziokwum bayeri Chineke fụta ihe.",https://drive.google.com/file/d/1rnSSfmAPR5wCMVQ7PU6YGRmfvStlZNMT/view?usp=drive_link,"The wrath of God is being revealed from heaven against all the godlessness and wickedness of people, who suppress the truth by their wickedness, "
,2,64,Male,Clergy,Ehugbo,Yes,4,University/ Polytechnic (Bachelor's),Romans Chapter 1,Romans 1_19,https://docs.google.com/spreadsheets/d/1vHPfvOOlTRlFU_mUj1Hj15MjpSX7J6uy/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,Iwe-ọkụ Chineke na adakwasị wo maka na o gusituwo wo ihe ọọbụla wo kwesiri ịma bayeri Chineke.,https://drive.google.com/file/d/1e21yBeW2tOEd-BzZ2lIIj3KBbwqYlEDk/view?usp=drive_link,"since what may be known about God is plain to them, because God has made it plain to them. "
,2,64,Male,Clergy,Ehugbo,Yes,4,University/ Polytechnic (Bachelor's),Romans Chapter 1,Romans 1_20,https://docs.google.com/spreadsheets/d/1vHPfvOOlTRlFU_mUj1Hj15MjpSX7J6uy/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"Hiteri na ẹkamgbe okike ụwa, ikikie aagwụgụ agwụ yaa ihom na ohu o jiri bụrụ Chineke, madụ eenwogu ike ịhụ ẹnya, Chineke emewo ahụtatuem nke wo dị. E nwo ike ịgọta wo hite na ihe oohu o keri eke, nke na madụ adịgị ihe o ji je-agọ ẹgụgọ na ihu Chineke.",https://drive.google.com/file/d/1z3Q8rrtKHyaIgCEvOpm7QkL7GpJlQtTD/view?usp=drive_link,"For since the creation of the world God’s invisible qualities—his eternal power and divine nature—have been clearly seen, being understood from what has been made, so that people are without excuse."
,2,64,Male,Clergy,Ehugbo,Yes,4,University/ Polytechnic (Bachelor's),Romans Chapter 1,Romans 1_21,https://docs.google.com/spreadsheets/d/1vHPfvOOlTRlFU_mUj1Hj15MjpSX7J6uy/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"Na mgbe wo madụụrụm na ọ bụ a bụ Chineke, ka wo aasọfụrụ a ka Chineke, nịgị a otuto yaa ekele ruturu eni, kama ọrịrị wo bụrụ ihe amaka, obu iberibe wo techuhudue.",https://drive.google.com/file/d/1KfTj50a5gEuLPAFeqHv3Ii1tAG1sEC06/view?usp=drive_link,"For although they knew God, they neither glorified him as God nor gave thanks to him, but their thinking became futile and their foolish hearts were darkened. "
,2,64,Male,Clergy,Ehugbo,Yes,4,University/ Polytechnic (Bachelor's),Romans Chapter 1,Romans 1_22,https://docs.google.com/spreadsheets/d/1vHPfvOOlTRlFU_mUj1Hj15MjpSX7J6uy/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"Wo na-asị na wo bụ nde maarị ihe, ọbụ na wo bụ nde iberibe.",https://drive.google.com/file/d/1bwNnloibnwP2PKJey3fRcINCYEE8E0XT/view?usp=drive_link,"Although they claimed to be wise, they became fools "
,2,64,Male,Clergy,Ehugbo,Yes,4,University/ Polytechnic (Bachelor's),Romans Chapter 1,Romans 1_23,https://docs.google.com/spreadsheets/d/1vHPfvOOlTRlFU_mUj1Hj15MjpSX7J6uy/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"Kama wo je na-ekperi Chineke onye ebube aanwụhụgụ anwụhụ, wo je-apịtadụa ihe wo pịrị na oyiye madụ amaka na-anwụhụ anwụhụ, ma ọ bụgụ na ụdịdị nnụnụ, ma ọ bụgụ na ụdịdị anụ kwụ ọkpa, ma ọ bụgụ na ụdịdị ihe na-arịga arị, debe na-ekperi.",https://drive.google.com/file/d/1ALX7QrpNmJXFAhGV2JHNlx0fjs8Z_pV5/view?usp=drive_link,and exchanged the glory of the immortal God for images made to look like a mortal human being and birds and animals and reptiles.
,2,64,Male,Clergy,Ehugbo,Yes,4,University/ Polytechnic (Bachelor's),Romans Chapter 1,Romans 1_24,https://docs.google.com/spreadsheets/d/1vHPfvOOlTRlFU_mUj1Hj15MjpSX7J6uy/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,Ọ bụ a meri Chineke wefuuru wo ẹka wo je-emeje nke dị wo ma. Wo wụjube na-eme ihe rụrụ arụ wo kpụtarị na obu wo. Wo na enwo mmeko nwoke yaa nwanyị aalụtaarịgị onwowo.,https://drive.google.com/file/d/1RCKgqM5hiRGubzgN7zlnBMZcaccmTa43/view?usp=drive_link,Therefore God gave them over in the sinful desires of their hearts to sexual impurity for the degrading of their bodies with one another. 
,2,64,Male,Clergy,Ehugbo,Yes,4,University/ Polytechnic (Bachelor's),Romans Chapter 1,Romans 1_25,https://docs.google.com/spreadsheets/d/1vHPfvOOlTRlFU_mUj1Hj15MjpSX7J6uy/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"Wo tụgarịa eziokwu ihe oohu bayeri Chineke weri ụga bube ụzọ, je na-akpọrụ ihe e keri eke isi na alị, na-ejeri e ozi ta hasịa Onyem keri ihe ọọbụla. Onye yaanịa nwo otuto na ohu rue mgbe agwụ-agwụ. Amịn.",https://drive.google.com/file/d/1LhP1HpQR4wc8WkENa34WWyT_iOeCA4YI/view?usp=drive_link,"They exchanged the truth about God for a lie, and worshiped and served created things rather than the Creator—who is forever praised. Amen."
,2,64,Male,Clergy,Ehugbo,Yes,4,University/ Polytechnic (Bachelor's),Romans Chapter 1,Romans 1_26,https://docs.google.com/spreadsheets/d/1vHPfvOOlTRlFU_mUj1Hj15MjpSX7J6uy/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"Maka na wo meri ya ẹɦụm, Chineke habue wo wo dasiri na￾eme ihe mmechu-ihu na-agụ wo ẹgụ na omume. Maa nde ụmụ nwanyị wo agbanwokoduwo mmekorite na nke o kwesiri ịdị, na-emezu nke aabụgụ anị.",https://drive.google.com/file/d/1EBcFhteYV9j30L_4WcqwfLC6GnfMACew/view?usp=drive_link,"Because of this, God gave them over to shameful lusts. Even their women exchanged natural sexual relations for unnatural ones. "
,2,64,Male,Clergy,Ehugbo,Yes,4,University/ Polytechnic (Bachelor's),Romans Chapter 1,Romans 1_27,https://docs.google.com/spreadsheets/d/1vHPfvOOlTRlFU_mUj1Hj15MjpSX7J6uy/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"Nde nwokeko habuzue inwo mmeko nwoke yaa nwanyị nke Chineke deberi e, na-achọzu nwoke ibe wo. Na nwoke yaa nwoke ibie ana-enwo mmeko ana-asọ egwu. Ọ bụ a meri wo na-anata ntaram-ahụhụ kwesiri woni maka omume ihe rụrụ arụ dịga ya ẹɦụm.",https://drive.google.com/file/d/1EuPCENYJwkcdMVb_fT7qFYYclgSlL_E4/view?usp=drive_link,"In the same way the men also abandoned natural relations with women and were inflamed with lust for one another. Men committed shameful acts with other men, and received in themselves the due penalty for their error."
,2,64,Male,Clergy,Ehugbo,Yes,4,University/ Polytechnic (Bachelor's),Romans Chapter 1,Romans 1_28,https://docs.google.com/spreadsheets/d/1vHPfvOOlTRlFU_mUj1Hj15MjpSX7J6uy/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"Ọzọ bụ na maka na wo jụkarị ịmata ihe wo kwesiri ịma bayeri Chineke, Chineke habue wo wo na-akpụta ihe rụrụ arụ na obu wo gbagọrụ agbagọ na-eme. Na-eme ihe eekwesigi ekwesi na wo meri.",https://drive.google.com/file/d/1qmU5CBiBvX86HiseEHtsheFU1pjx3wCm/view?usp=drive_link,"Furthermore, just as they did not think it worthwhile to retain the knowledge of God, so God gave them over to a depraved mind, so that they do what ought not to be done. "
,2,64,Male,Clergy,Ehugbo,Yes,4,University/ Polytechnic (Bachelor's),Romans Chapter 1,Romans 1_29,https://docs.google.com/spreadsheets/d/1vHPfvOOlTRlFU_mUj1Hj15MjpSX7J6uy/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"Ụrụ alị dị iche iche ejuwo wo obu; ihe ọjọọ, ẹnya-ukwu yaa ndụ ọjọọ. Wo bụrụ nde ẹnyụhụ, nde na egbu madụ, nde na-akpa oke, nde ụgọrọ, na-evuru madụ ibe wo ihe na obu, nde na-akpa asịrị,",https://drive.google.com/file/d/1OVGYUT1Nycnjiob6WCCJjlFTQ7CBGvk7/view?usp=drive_link,"They have become filled with every kind of wickedness, evil, greed and depravity. They are full of envy, murder, strife, deceit and malice. They are gossips, "
,2,64,Male,Clergy,Ehugbo,Yes,4,University/ Polytechnic (Bachelor's),Romans Chapter 1,Romans 1_30,https://docs.google.com/spreadsheets/d/1vHPfvOOlTRlFU_mUj1Hj15MjpSX7J6uy/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"nde na-ekwuto madụ ibe wo, nde ihe Chineke aadịgị ma, nde na-akparị madụ, nde mpako yaa ọtamba, nde na-arịfụta nke a ga na-arụ alị na-efu eze elu, nde na-enufuru nde mụrụ wo isi,",https://drive.google.com/file/d/14jf70Ta9MgC_A3eWF_R1mhRV_csco4d3/view?usp=drive_link,"slanderers, God-haters, insolent, arrogant and boastful; they invent ways of doing evil; they disobey their parents; "
,2,64,Male,Clergy,Ehugbo,Yes,4,University/ Polytechnic (Bachelor's),Romans Chapter 1,Romans 1_31,https://docs.google.com/spreadsheets/d/1vHPfvOOlTRlFU_mUj1Hj15MjpSX7J6uy/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"nde amamihe kọrụ, eekwesigi na a tụkwasị wo obu, nde obu-ọjọọ, nde dị ụrụ aahatagị a ahata.",https://drive.google.com/file/d/1tDeO8PtRa0A9FicPIztrtdiEraJeYnyd/view?usp=drive_link,"they have no understanding, no fidelity, no love, no mercy. "
,2,64,Male,Clergy,Ehugbo,Yes,4,University/ Polytechnic (Bachelor's),Romans Chapter 1,Romans 1_32,https://docs.google.com/spreadsheets/d/1vHPfvOOlTRlFU_mUj1Hj15MjpSX7J6uy/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"Wo amakọduworu ntụziẹka ọma nke Chineke, na ọnwụ na-eche nde na-eme ihe dị ya ẹɦụm, wo gaam na ihu na-eme ihe wo na-eme. Ka ọ bụnwa na wo na-emie kama wo na-akwagideko nde na-eme ihe dịga ya ẹɦụm.",https://drive.google.com/file/d/16K3a4RWlzj8pdQ01cYYeSQQhiyL4_9ZA/view?usp=drive_link,"Although they know God’s righteous decree that those who do such things deserve death, they not only continue to do these very things but also approve of those who practice them."
,3,54,Female,Teaching,Ehugbo,Yes,4,University/ Polytechnic (Bachelor's),"Ephesians Chapter 1, 2 Vs 1-13",Ephesians 1_1,https://docs.google.com/spreadsheets/d/1itUqgjHA-Bs-0ceZ-i2e-sxraVMtx6xr/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"Ọ bụ m Pọl, onyeozi Karaịs Jisọs hite na ọchụchọ Chineke. Ẹkwụkwọ m na-edejeri ụmụ Chineke nọ na Efesọs, bụ nde kwesiri ntụkwasịobu na iso Karaịs Jisọs.",https://drive.google.com/file/d/1sFTJBuC2rA8Z2XLuxT8-udWVMRilzOnd/view?usp=drive_link,"Paul, an apostle of Christ Jesus by the will of God, To God’s holy people in Ephesus,[a] the faithful in Christ Jesus:"
,3,54,Female,Teaching,Ehugbo,Yes,4,University/ Polytechnic (Bachelor's),"Ephesians Chapter 1, 2 Vs 1-13",Ephesians 1_2,https://docs.google.com/spreadsheets/d/1itUqgjHA-Bs-0ceZ-i2e-sxraVMtx6xr/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,Na ẹwụọma yaa udo Chineke Nnade aayị yaa Onyenwoayị Jisọs Karaịs dịrị unu.,https://drive.google.com/file/d/1QQAD4v5GGT-O8WRWuu-gjssNZpMZARL2/view?usp=drive_link,Grace and peace to you from God our Father and the Lord Jesus Christ.
,3,54,Female,Teaching,Ehugbo,Yes,4,University/ Polytechnic (Bachelor's),"Ephesians Chapter 1, 2 Vs 1-13",Ephesians 1_3,https://docs.google.com/spreadsheets/d/1itUqgjHA-Bs-0ceZ-i2e-sxraVMtx6xr/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"Na otuto dịrị Chineke bụ Nna nke Onyenwoayị Jisọs Karaịs, Onye gaworu ẹka Karaịs weteri ayị ngọzi nke ime maa na ohu hi na elugwe.",https://drive.google.com/file/d/1tFZmNJFatIeRRi60FbxwChi033aUhbj5/view?usp=drive_link,"Praise be to the God and Father of our Lord Jesus Christ, who has blessed us in the heavenly realms with every spiritual blessing in Christ. "
,3,54,Female,Teaching,Ehugbo,Yes,4,University/ Polytechnic (Bachelor's),"Ephesians Chapter 1, 2 Vs 1-13",Ephesians 1_4,https://docs.google.com/spreadsheets/d/1itUqgjHA-Bs-0ceZ-i2e-sxraVMtx6xr/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"Ọ bụ Chineke họfụtarị ayị na mgbe aaka ekeheegi ụwa, na ayị bụrụ nde je-adị nsọ, eenwogu nkọjọ ọọbụla na ihu e. Na ịhụnẹnya,",https://drive.google.com/file/d/1ZhBDw66jFwkPeuST7EPBb3zWNuX2M6yK/view?usp=drive_link,For he chose us in him before the creation of the world to be holy and blameless in his sight. In love 
,3,54,Female,Teaching,Ehugbo,Yes,4,University/ Polytechnic (Bachelor's),"Ephesians Chapter 1, 2 Vs 1-13",Ephesians 1_5,https://docs.google.com/spreadsheets/d/1itUqgjHA-Bs-0ceZ-i2e-sxraVMtx6xr/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"Chineke kwadeberi ayị na ayị je-abụ ụmụ ọ garị nwa a Jisọs Karaịs mụbata, na nke ọ tọrụ a ụtọ, bụkọrụ ọchụchọ obu e.",https://drive.google.com/file/d/1rja1w4ByzgdxY_IOase67ghOAtMmbm5D/view?usp=drive_link,"He predestined us for adoption to sonship through Jesus Christ, in accordance with his pleasure and will— "
,3,54,Female,Teaching,Ehugbo,Yes,4,University/ Polytechnic (Bachelor's),"Ephesians Chapter 1, 2 Vs 1-13",Ephesians 1_6,https://docs.google.com/spreadsheets/d/1itUqgjHA-Bs-0ceZ-i2e-sxraVMtx6xr/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"Na o weteri e otuto maka ẹwụọma a dị ebube, bụ nke ọ garị ẹka Onyem ọ hụrụ na ẹnya bụ Ọkpara a me ya o ru ayị ẹka na amaka.",https://drive.google.com/file/d/1a_PVm8A86JMwq2HJYTM4MDue9bMnPQ56/view?usp=drive_link,"to the praise of his glorious grace, which he has freely given us in the One he loves. "
,3,54,Female,Teaching,Ehugbo,Yes,4,University/ Polytechnic (Bachelor's),"Ephesians Chapter 1, 2 Vs 1-13",Ephesians 1_7,https://docs.google.com/spreadsheets/d/1itUqgjHA-Bs-0ceZ-i2e-sxraVMtx6xr/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"Ayị nwoteri mgbafụta na ime Karaịs hite na mee ye, a gbaharị ayị ihe ọjọọ aayị,na usoro nke oke ẹwụọma Chineke,",https://drive.google.com/file/d/1vHnoJc05y0Vr1tyUg0UuU7EfDoe_eoDG/view?usp=drive_link,"In him we have redemption through his blood, the forgiveness of sins, in accordance with the riches of God’s grace "
,3,54,Female,Teaching,Ehugbo,Yes,4,University/ Polytechnic (Bachelor's),"Ephesians Chapter 1, 2 Vs 1-13",Ephesians 1_8,https://docs.google.com/spreadsheets/d/1itUqgjHA-Bs-0ceZ-i2e-sxraVMtx6xr/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,ọ gbaarị ayị na ibe o hiri ne ọkam na amamihie yaa ngọta.,https://drive.google.com/file/d/1oxKvb2F1vL82f-XUMbIX1ujQ3_nrvqRk/view?usp=drive_link,"that he lavished on us. With all wisdom and understanding, "
,3,54,Female,Teaching,Ehugbo,Yes,4,University/ Polytechnic (Bachelor's),"Ephesians Chapter 1, 2 Vs 1-13",Ephesians 1_9,https://docs.google.com/spreadsheets/d/1itUqgjHA-Bs-0ceZ-i2e-sxraVMtx6xr/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"Chineke jiri amamihie yaa ngọta a kpuheeri ayị ihe omimi nke ụzọ a, bụ nke tọrụ a ụtọ na omume, nke o hiworuri kwadebe imezu hite na ẹka Karaịs.",https://drive.google.com/file/d/1FEK6AsAc_YI633fRvpq_n5DXWHAUQu5V/view?usp=drive_link,"he made known to us the mystery of his will according to his good pleasure, which he purposed in Christ, "
,3,54,Female,Teaching,Ehugbo,Yes,4,University/ Polytechnic (Bachelor's),"Ephesians Chapter 1, 2 Vs 1-13",Ephesians 1_10,https://docs.google.com/spreadsheets/d/1itUqgjHA-Bs-0ceZ-i2e-sxraVMtx6xr/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"Nke o je-otiye na ọrụ na mgbe ogie ruru, iwete ihe ọọbụla na ohu nke dị na elugwe maa na elụwa, na okpuru onye isi aanị, bụkwanụ Karaịs.",https://drive.google.com/file/d/1MHCNgk-jQt9f_XKzozRqsi1UxAIfD_Z0/view?usp=drive_link,to be put into effect when the times reach their fulfillment—to bring unity to all things in heaven and on earth under Christ.
,3,54,Female,Teaching,Ehugbo,Yes,4,University/ Polytechnic (Bachelor's),"Ephesians Chapter 1, 2 Vs 1-13",Ephesians 1_11,https://docs.google.com/spreadsheets/d/1itUqgjHA-Bs-0ceZ-i2e-sxraVMtx6xr/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"Chineke họtarị ayị na ime Karaịs dịka nke o hiworuri tụa na ọ je-ọdị, dịka nke ọ dị na atụmatụ yaoni bụ Chineke onye na-arụ ihe ọọbụla na ohu na nke evum na obu e yaa ọchụchọ a dị.",https://drive.google.com/file/d/1yDcBYUfrmes2_7YxF86y8KlgI-k32mDn/view?usp=drive_link,"In him we were also chosen, having been predestined according to the plan of him who works out everything in conformity with the purpose of his will, "
,3,54,Female,Teaching,Ehugbo,Yes,4,University/ Polytechnic (Bachelor's),"Ephesians Chapter 1, 2 Vs 1-13",Ephesians 1_12,https://docs.google.com/spreadsheets/d/1itUqgjHA-Bs-0ceZ-i2e-sxraVMtx6xr/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,Ma a ga ya ẹɦụm na ayịa ndie buru ụzọ nwoe olile-ẹnya na Karaịs bụrụ nde je-eweteri Chineke otuto na ime ịdị ebubie.,https://drive.google.com/file/d/1chnW0rX86xNhqBon_-HBPT8Q5jPb1npp/view?usp=drive_link,"in order that we, who were the first to put our hope in Christ, might be for the praise of his glory.  "
,3,54,Female,Teaching,Ehugbo,Yes,4,University/ Polytechnic (Bachelor's),"Ephesians Chapter 1, 2 Vs 1-13",Ephesians 1_13,https://docs.google.com/spreadsheets/d/1itUqgjHA-Bs-0ceZ-i2e-sxraVMtx6xr/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"Unu bụkọ nde e tiyekoworu na ndeke Chineke ẹka unu nụrụ ya eziokwu nke oziọmam, bụ ihe e jiri zọfụta unu. Unu kweye na ya, nwoe ntụkwasịobu na ibe Karaịs nọ, Chineke weri Maa Nsọ a o kweri na nkwa kachie unu akara,",https://drive.google.com/file/d/1QxapcGOokBI9B9ZtoWx-KZzEwn-sWGcS/view?usp=drive_link,"And you also were included in Christ when you heard the message of truth, the gospel of your salvation. When you believed, you were marked in him with a seal, the promised Holy Spirit, "
,3,54,Female,Teaching,Ehugbo,Yes,4,University/ Polytechnic (Bachelor's),"Ephesians Chapter 1, 2 Vs 1-13",Ephesians 1_14,https://docs.google.com/spreadsheets/d/1itUqgjHA-Bs-0ceZ-i2e-sxraVMtx6xr/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"bụkwanụ yaa Maa Nsọm bụ onye mkpalẹka igusi na nkwa Chineke kweri ndekie je-eru ayị ẹka, na mgbafụta ndeke Chineke je-ezu oke, na e toe Chineke Onye dị ebube.",https://drive.google.com/file/d/1AQuq_Ky1qQV6CQ1tAHG_Fvlm-6wLJtbf/view?usp=drive_link,who is a deposit guaranteeing our inheritance until the redemption of those who are God’s possession—to the praise of his glory.
,3,54,Female,Teaching,Ehugbo,Yes,4,University/ Polytechnic (Bachelor's),"Ephesians Chapter 1, 2 Vs 1-13",Ephesians 1_15,https://docs.google.com/spreadsheets/d/1itUqgjHA-Bs-0ceZ-i2e-sxraVMtx6xr/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"Ọ bụ a meri, ẹka m nụrụ bayeri otue okwukwe unu nwo na ibe Onyenwoayị Jisọs nọ, yeri otue ịhụnẹnya unu nwo na ibe ụmụ Chineke nọ,",https://drive.google.com/file/d/1Ahc1qKYOtVyIc2dL_bTI4ebFnehS2Rte/view?usp=drive_link,"For this reason, ever since I heard about your faith in the Lord Jesus and your love for all God’s people, "
,3,54,Female,Teaching,Ehugbo,Yes,4,University/ Polytechnic (Bachelor's),"Ephesians Chapter 1, 2 Vs 1-13",Ephesians 1_16,https://docs.google.com/spreadsheets/d/1itUqgjHA-Bs-0ceZ-i2e-sxraVMtx6xr/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"aka m nọm na-ekele Chineke maka unu, na-arịta unu na ekpere.",https://drive.google.com/file/d/1tSndaDmqwyCKp6ymsqL36vy6Pt-ozyUW/view?usp=drive_link,"I have not stopped giving thanks for you, remembering you in my prayers. "
,3,54,Female,Teaching,Ehugbo,Yes,4,University/ Polytechnic (Bachelor's),"Ephesians Chapter 1, 2 Vs 1-13",Ephesians 1_17,https://docs.google.com/spreadsheets/d/1itUqgjHA-Bs-0ceZ-i2e-sxraVMtx6xr/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"Ihe m na-arịa mgbe ọọbụla bụ na Chineke nke Onyenwoayị Jisọs Karaịs, Nna dị ebube, weri Maa nke amamihe yaa mkpuhe nịa unu na unu machaarị onye Chineke bụ.",https://drive.google.com/file/d/1i_7_EWhPchLtjrJBP5HHCjdIIfcQ6_vg/view?usp=drive_link,"I keep asking that the God of our Lord Jesus Christ, the glorious Father, may give you the Spirit[f] of wisdom and revelation, so that you may know him better. "
,3,54,Female,Teaching,Ehugbo,Yes,4,University/ Polytechnic (Bachelor's),"Ephesians Chapter 1, 2 Vs 1-13",Ephesians 1_18,https://docs.google.com/spreadsheets/d/1itUqgjHA-Bs-0ceZ-i2e-sxraVMtx6xr/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"Ekpere m bụkọ na ime obu uunu mehee ma unu marị ihe bụ olile-ẹnya ihe Chineke kwobe ku unu, ihe bụ ya ihe omimim dị ebube o debeeri ndekie, wo je-eri na ekpe,",https://drive.google.com/file/d/13RYKMdpxZepjG88KA1VaiTvfeOrJO3DH/view?usp=drive_link,"I pray that the eyes of your heart may be enlightened in order that you may know the hope to which he has called you, the riches of his glorious inheritance in his holy people, "
,3,54,Female,Teaching,Ehugbo,Yes,4,University/ Polytechnic (Bachelor's),"Ephesians Chapter 1, 2 Vs 1-13",Ephesians 1_19,https://docs.google.com/spreadsheets/d/1itUqgjHA-Bs-0ceZ-i2e-sxraVMtx6xr/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"na unu matakọ ya ikikem nke Chineke aadịgị ihe e ji na-atụyekoru e na ibe ayịande tụkwasịrị a obu nọ. Ya ikikem Chineke ji na-arụ ọrụ bụ ihe na-arụ ọrụ na ime ayị,",https://drive.google.com/file/d/10xmGLwk5HAydmQlTGN0N7qyaA6yzv8ni/view?usp=drive_link,and his incomparably great power for us who believe. That power is the same as the mighty strength 
,3,54,Female,Teaching,Ehugbo,Yes,4,University/ Polytechnic (Bachelor's),"Ephesians Chapter 1, 2 Vs 1-13",Ephesians 1_20,https://docs.google.com/spreadsheets/d/1itUqgjHA-Bs-0ceZ-i2e-sxraVMtx6xr/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"bụ ikike Chineke jiri me Karaịs ya o hi na ọnwụ pavuru, je-anọdụa ọdụ na ẹka ikenge yaoni bụ Chineke na ime elugwe.",https://drive.google.com/file/d/1I3tOK8vSfBoddLKB5EQE6R7ycQqPL4xC/view?usp=drive_link,"he exerted when he raised Christ from the dead and seated him at his right hand in the heavenly realms, "
